cob_urb,precip,elev,hund,pob,viv_s_a,ocupantes,ingreso
11.11,815.6296296296,2401,0.011,3246,79,3.9634,0.57828395074894
100,788.3793103448,2373,0,5570,456,2.7118,0.818121301141448
61.05,822.8947368421,2373,0,8875,1462,2.226,0.815815976589344
98.55,781.0579710145,2345,0,7428,382,3.3779,0.654475698940275
92.31,755.5384615385,2352,0,4134,612,2.4119,0.700236435293239
100,756.3611111111,2357,0,6073,192,3.6562,0.690705985964324
92.59,724.4444444444,2316,0.097,3358,136,3.8731,0.493856520893847
86,733.16,2350,0.061,3313,138,3.6811,0.536381324093327
81.82,775.3636363636,2341,0,1712,180,2.6018,0.794431918981709
87.5,775,2334,0,2179,234,2.7478,0.83163012777169
25.49,778.5882352941,2341,0.121,2610,231,3.5705,0.452316476519825
0,711.6153846154,2305,0.367,421,107,3.693,0.318935957115231
0,714.3766233766,2289,0.157,3686,816,1.9935,0.780611190621354
2.5,819.55,2359,0.09,1221,304,3.5912,0.414079909096075
0,751.4659090909,2332,0.036,551,0,3.2035,0.169962740311296
0,823.3636363636,2371,0.179,566,33,3.5155,0.676147829692248
0,706.3,2289,0.112,1443,447,1.6701,0.792409928858613
0.54,1048.6141304348,2671,0,2716,142,3.82,0.397096735742688
0,1035.1277777778,2622,0,2340,141,3.5455,0.480758814412664
0,1055.96875,2732,0,739,37,3.9101,0.247362777340735
0.61,1028.9151515152,2663,0,5221,260,3.4057,0.524714257988966
0,1024,2717,0,58,9,2.7619,0
0.55,894.1491712707,2413,0.013,6973,523,3.2938,0.616450023753598
2.86,910.9714285714,2420,0,2441,93,3.5844,0.757867028062788
0,850.2820512821,2390,0,1312,46,3.6854,0.720964724429936
0,932.0434782609,2435,0,563,39,3.6558,0.617725652166023
0.53,871.7315789474,2373,0,4834,354,3.6845,0.462067064588165
0,833,2371,0,128,9,3.4595,0.49006418822148
0,984.9682539683,2506,0,1863,204,3.3996,0.531272037727132
0.52,987.75,2511,0,3341,241,3.473,0.624889324741666
0.44,1090.3056768559,2610,0,4002,253,3.551,0.43180969455483
0,872.8181818182,2425,0.001,666,60,3.33,0.458983092833063
0.41,866.1463414634,2392,0.186,5906,429,3.5903,0.505182805078869
0,896.3571428571,2485,0.218,1660,363,2.0494,0.755254382705498
0,918.75,2480,0.301,748,270,1.6017,0.800365367390313
0,948.8666666667,2488,0.071,1121,282,1.953,0.735796010582598
0,917.5147058824,2431,0.135,1000,139,3.7594,0.446118304239446
0,937.6129032258,2469,0.032,326,42,3.1048,0.365989331059221
0,833.3939393939,2390,0.082,1548,60,3.9897,0.494590821651619
0,923,2481,0.427,46,10,2.1905,0.819394979612728
0,566.223880597,2413,0,909,60,3.2007,0.537043338242432
2.27,568.5454545455,2408,0,724,70,2.7954,0.640125374668368
0,563,2454,0,4,0,1.3333,0
0,576.7321428571,2396,0,396,47,2.8905,0.547418391358358
0,563.4375,2428,0,117,12,2.7857,0.633097142984542
0,574.5609756098,2405,0,556,57,2.866,0.620036873053667
0,570.1956521739,2419,0,734,70,2.9717,0.576073119652614
0,577,2399,0,4,0,2,0
0,569,2417,0,23,2,3.2857,0
0,558.5606060606,2431,0,1255,59,3.4196,0.426728303244387
2,562,2436,0,893,44,3.3197,0.515150166337159
0,563.9444444444,2426,0,879,45,3.4743,0.473030534649571
0,564.6666666667,2479,0,58,5,3.625,0
0,558,2433,0,5,0,1.25,0
78.57,609.0535714286,2346,0,2516,149,3.3325,0.639011587178831
2.53,607.7974683544,2344,0,3334,172,3.3474,0.592367353579683
7.41,610.9259259259,2342,0,2226,152,3.3373,0.615318983867696
0,608.4444444444,2362,0,861,44,3.5,0.580536342839983
0,612.0454545455,2364,0,729,32,3.5735,0.636480689491682
0,613,2381,0,98,7,3.2667,0.59475762541307
0,609.1851851852,2339,0,333,22,3.297,0.667889760136948
0,609.0519480519,2305,0,1319,81,3.726,0.417578851057327
0,608.8727272727,2307,0,795,23,3.995,0.392026015179247
1.75,609.8596491228,2335,0,1282,75,3.591,0.432532115368
0,610,2337,0,26,0,5.2,0.832358290057563
0,605.2661870504,2322,0.027,1287,60,3.6356,0.44462783093872
0.61,602.237804878,2311,0,1595,81,3.7266,0.507228079814354
0,602,2317,0,2,0,1,0
0,609,2356,0,197,13,3.5179,0.402340422143779
0,627.214953271,2322,0,2627,65,4.6578,0.340134951213379
1.82,623.9818181818,2327,0,1775,58,4.1183,0.298435511615094
0.81,594.5365853659,2245,0.238,2626,103,3.6882,0.645184001496071
0,594.512195122,2235,0.659,1337,94,3.944,0.630436658453695
0,597.6666666667,2246,2.48,113,25,2.9737,0.689827521589414
100,590.45,2237,10.75,4250,129,3.7313,0.642950318657873
100,591.1304347826,2233,6.965,3399,91,3.6667,0.61689631398088
100,591.3103448276,2233,5.64,4248,87,3.8724,0.627066991309356
100,583.3666666667,2225,21.552,5701,103,3.6405,0.64665566687455
100,583,2226,20.999,7227,101,3.7621,0.607844345092439
100,587.48,2232,22.348,6076,205,3.4839,0.607037345560064
100,587.375,2229,19.094,7099,156,3.4988,0.591934380177331
100,589.2222222222,2233,4.969,3286,166,3.4736,0.678676560894266
100,592.6262626263,2234,1.848,2717,275,2.7668,0.781867403426803
100,587.0434782609,2231,18.326,3889,59,3.6177,0.638580963285823
100,587.3333333333,2230,19.978,4123,81,3.6812,0.691662854707369
100,582.6,2227,15.622,3113,68,3.8527,0.627655599501718
100,583,2228,16.065,3834,87,3.8073,0.577442688245616
100,584.2631578947,2231,10.587,2902,36,4.0873,0.613318991440196
100,586.4444444444,2229,15.387,6165,134,3.5864,0.616711499306561
100,585.7,2231,11.522,3814,71,3.6083,0.628466301837357
100,596.1666666667,2239,2.462,1683,115,3.0434,0.743041216666496
100,588.0769230769,2240,12.303,2399,115,3.4174,0.810467130281292
100,590.7586206897,2239,7.763,2938,186,3.1422,0.732489202052563
100,593.5,2229,1.293,60,9,3,0
100,584.7777777778,2235,19.299,3577,41,3.7534,0.637301674491752
100,589.3846153846,2238,14.363,2859,76,3.4866,0.619712366377478
100,582.085106383,2249,0.241,1641,127,3.0616,0.722047110779155
100,582.1111111111,2246,2.5,6130,215,3.7242,0.64346329856962
100,581.4074074074,2229,10.529,4758,61,3.8125,0.557335358735858
100,580.7777777778,2229,9.739,5747,114,3.7197,0.599367433784003
100,582.5689655172,2233,6.539,4202,87,3.7551,0.632189168231696
100,585.1780821918,2249,0.354,3951,180,3.374,0.677678710667308
83.95,580.6296296296,2245,0.012,5252,675,3.5923,0.527063766528961
100,579.130952381,2235,7.302,7699,197,3.8708,0.634266945343632
100,583.875,2229,9.197,3481,50,3.9156,0.551973763847339
100,584.7777777778,2230,4.183,3299,80,3.6453,0.612041426712569
100,596.2672413793,2239,2.763,6893,172,3.5385,0.657431409587085
100,598.6875,2274,1.458,6182,97,3.6365,0.606986924700484
80,598.5333333333,2279,1.145,2889,226,3.9521,0.527560052354043
76,599.44,2260,0.675,1151,136,3.5525,0.41509236295734
84.62,599.3846153846,2292,1,3085,139,3.8514,0.568185377333459
12.99,599.4090909091,2264,0.456,2476,116,3.6681,0.397200049718938
78.95,603.8421052632,2314,0.77,2633,54,3.8551,0.557622516118095
100,593.1940298507,2254,0,3819,339,3.6233,0.502769737381484
100,587.2461538462,2258,0,3498,100,3.7094,0.615209630302759
100,601.9565217391,2279,0,3099,126,3.8641,0.549829249275096
100,587.9571428571,2229,0.736,2753,183,3.5115,0.552640746126347
100,590.9411764706,2278,0,5579,176,3.8056,0.565446065364958
100,580.7291666667,2251,0,6700,279,3.8047,0.529566597500757
100,590.78125,2277,0,2803,98,3.7224,0.650643804019364
100,586.9047619048,2262,0,3037,209,3.6546,0.573635554123535
100,593.1481481481,2275,0,1404,334,3.51,0.495293059751817
100,608.6666666667,2318,0,970,0,3.1596,0.368445164194983
100,596.6666666667,2311,0,2734,571,3.8025,0.553251905268839
100,609.7777777778,2357,0,1641,489,3.3085,0.386884787004652
100,619.3333333333,2344,0,1001,0,3.0612,0.29958203482954
100,625.5806451613,2395,0,750,266,2.8195,0.187587852294889
96.97,629.9090909091,2388,0,382,127,3.0079,0
100,633.8571428571,2418,0,453,146,3.1027,0.233747833689848
100,589.8181818182,2253,0,2992,82,3.9009,0.643435353455883
100,597,2306,0,2712,87,3.7719,0.591015695371451
100,604.4545454545,2355,0.062,2981,509,3.8916,0.410194789949009
100,617.75,2412,0,1811,534,3.3914,0.369327946626465
100,599.0689655172,2278,0,2232,109,3.9021,0.327285551295749
100,605.1578947368,2331,0.055,2495,654,3.7406,0.436654264433232
100,612.3125,2364,0,1776,0,3.4688,0.445436170711199
65.12,617.3720930233,2440,0,923,328,2.814,0.297395551539846
100,602,2301,0,2171,592,3.5707,0.478338819238547
100,603.8333333333,2352,0,2030,0,3.3777,0.423539046809337
100,591.625,2229,0.121,1315,85,3.5067,0.515619013098307
100,590.375,2260,0,2897,248,2.8999,0.776640223259792
100,590.7857142857,2231,0,2997,278,2.7345,0.803957611003823
100,594.3333333333,2277,0,2174,167,3.6173,0.472258858525921
100,596,2335,0,1867,510,3.37,0.430649545077398
100,591.2564102564,2232,0.234,2794,133,3.4969,0.655716096933143
100,595,2271,0,3274,236,3.8427,0.531514143449008
100,608,2319,0,2434,66,4.0567,0.544811224898917
100,619.7894736842,2330,0,1181,321,2.7529,0.160010879935382
100,611.2941176471,2358,0,2504,148,4.0452,0.459833116037172
47.83,632.6956521739,2393,0,2084,322,3.4446,0.396599565814145
100,594.1764705882,2273,0,1994,124,3.7271,0.497059900107576
100,597.4444444444,2282,0,2503,163,3.6171,0.405668467968896
100,614.4761904762,2327,0,2303,460,3.7816,0.466131889601545
60.71,605.9464285714,2285,0,1729,121,3.2138,0.617059787929673
100,608.6216216216,2290,0,2044,72,3.6113,0.61510509104392
58.62,613.5862068966,2301,0,3673,121,3.7139,0.583014024311388
44.35,609.0956521739,2290,0,2837,156,3.4058,0.678782237157949
50.88,612.5438596491,2300,0,2066,78,3.5744,0.644042769851714
0,612.6153846154,2298,0,463,47,3.8264,0.547778171539876
67.71,611.3541666667,2245,0,4229,164,3.6646,0.618036794329812
85.32,612.6330275229,2245,0,3963,116,3.7142,0.668712478719216
64.18,613.5373134328,2252,0,2683,76,3.5631,0.691241244312688
32.8,613.664,2271,0,2949,144,3.4211,0.628865723653089
75,613.25,2271,0,223,6,3.5397,0.669492693311977
0,615,2288,0,95,2,3.9583,0.530208798269426
0,615,2290,0,555,15,3.7755,0.610938285433104
100,614,2277,0,147,12,3.1277,0.703360160644933
0,611,2278,0,84,1,4,0.573348595072431
0,611.7058823529,2247,0,983,204,1.9621,0.642087566979242
1.62,610.0809716599,2239,0,2149,328,2.7065,0.562399882810636
24.31,610.9816513761,2267,0,2426,142,3.6647,0.500074370072298
78.89,610.7,2247,0,2231,215,3.4061,0.471930102549751
36.6,611,2245,0,2527,324,3.4664,0.394357577733998
95.16,609.7741935484,2259,0,4239,229,3.5985,0.583436347507736
52.5,609.9,2244,0,2479,164,3.3866,0.593075161334949
69.07,608.5773195876,2241,0,3160,203,3.3228,0.644715306029133
65.33,609.3733333333,2258,0,2699,78,3.7538,0.582371302150175
0.63,615.1125,2338,0,5237,373,3.9795,0.545304449908383
0,617.75,2365,0,72,18,3.4286,0
1.75,610.649122807,2263,0,3889,172,3.7144,0.475849274910208
60.16,608.2890625,2248,0,4024,223,3.487,0.53240540409641
62.59,608.0476190476,2242,0,4866,233,3.4123,0.582277286055543
0,607.0740740741,2253,0,2288,99,3.4354,0.648320608537366
0,607.5511811024,2255,0,1766,159,2.9983,0.546490495814127
0,608.7,2264,0,160,34,2.7119,0
0,620,2317,0,45,0,3.4615,0
0,611.9459459459,2271,0,417,72,3.3095,0
0,606,2257,0,114,7,3.2571,0.488465797918881
0,607.5,2252,0,70,1,3.6842,0.438691337650831
0,608.2,2268,0,94,10,3.1333,0
16.67,619,2307,0,51,4,3.4,0
100,614.8139534884,2239,0,2716,183,2.9813,0.895768260101159
58.22,619.3698630137,2242,0,4068,232,3.0313,0.849503173150521
42.2,623.376146789,2238,0,5013,256,3.193,0.818264162159427
56.57,620.2424242424,2233,0,4376,278,2.985,0.853095079044993
100,623,2243,0,4963,278,3.0769,0.847450889303641
71.6,613.6913580247,2244,0,3424,187,3.3146,0.710387561378684
100,614,2260,0,4196,98,3.562,0.667049751493687
100,614,2266,0,1840,43,3.6874,0.689849710100285
72.97,614,2272,0,3026,111,3.5981,0.643019906109114
100,614.3333333333,2290,0,1825,68,3.7863,0.643509115001272
100,614,2248,0,4085,112,3.6376,0.662037072051113
100,614.756097561,2274,0,3444,146,3.6953,0.650518468607917
81.48,614.1481481481,2273,0,2530,60,3.9104,0.667519591843265
100,612.6951219512,2262,0.008,3443,128,3.5753,0.594359287333118
51.72,614.7586206897,2246,0,483,30,3.0764,0.747721850312721
48.08,612.8653846154,2241,0.121,4420,159,3.8071,0.529111920310136
6.98,614.9186046512,2300,0,7295,2130,1.7719,0.775942809580198
0.84,616.8016877637,2239,0.239,12135,3152,1.8569,0.7028095052392
56,617.18,2232,0,5754,254,3.4559,0.637845107438555
68.12,615.1014492754,2231,0,4518,146,3.5352,0.643534977531283
94.44,613.5555555556,2259,0,3327,92,3.6885,0.649676484493419
100,613.5952380952,2263,0,3204,108,3.5799,0.65037068041837
71.43,614.7857142857,2296,0,1834,51,3.668,0.591884225253392
0,613,2247,0,799,103,2.5774,0.781193483816639
90,612.8,2258,0,961,264,1.7161,0.852645661207982
100,613.6,2262,0,4343,965,2.0032,0.856038645519122
100,614,2301,0,4415,1336,1.6654,0.817251301158575
0,616.5909090909,2355,0,1649,1067,1.0856,0.790004772694046
6.98,615.023255814,2249,0,1255,281,2.1941,0.879471343365916
0,616,2340,0,62,3,2.9524,0.617874614633942
0,613,2241,0,8544,1312,2.4081,0.731935141557381
0,614.9464285714,2229,0,8842,1247,2.4643,0.710628568200332
0,614.2307692308,2238,0.549,9355,1234,2.4808,0.762369450031203
0,615.65625,2238,1.075,10743,1287,2.5367,0.789525283118844
0,612.2380952381,2235,1.176,8574,1187,2.4386,0.827172209314139
0,616.7826086957,2237,2.053,10757,1385,2.4655,0.813848479289774
0,617.1355932203,2237,2.249,6160,755,2.5143,0.837129697110675
2.17,619.3913043478,2242,0,3575,820,1.9189,0.91412283536838
0,619.0657894737,2231,2.643,5869,707,2.4618,0.75030368962081
0,617.1621621622,2355,0,3575,2107,1.1555,0.811311896969912
0,621.3797468354,2238,0.917,11257,2416,1.9415,0.630799138216176
0,625.8533333333,2231,1.038,8660,1929,1.9326,0.662358176040964
0,624.0842696629,2231,1.589,8564,5902,1.0193,0.756361167577622
0,619.3644067797,2232,1.165,20183,3894,2.0591,0.777332408552526
0,622.8139534884,2240,0,4732,2569,1.201,0.722356946579807
0,623,2238,0.029,1235,3044,0.3589,0.708876987117857
0,622.2195121951,2236,1.336,5672,1404,1.8856,0.747827714197327
0,615.75,2333,0,46,7,2.4211,0.566625037492442
0,618,2241,0.342,315,571,0.4653,0.801885436247
0,618,2231,0,171,38,3.2885,0.507549177355194
0,623.5454545455,2236,0.678,40,553,0.0709,0.582015613262487
15.38,612.7179487179,2261,0,1793,37,3.7199,0.671719876657284
100,612,2258,0,3551,102,3.7979,0.62305513922638
100,612.6956521739,2274,0,3718,99,3.8932,0.603283372575942
96.67,613.8666666667,2294,0,4790,184,3.6621,0.590811455606714
74.29,613,2310,0,5113,171,3.6784,0.596380007806047
95,614.375,2317,0,5229,230,3.7217,0.586070581816553
0,613.6734693878,2243,0,853,40,3.584,0.665111301145897
14.81,614.2962962963,2326,0,855,79,3.1903,0.547097995713566
39.71,615.3235294118,2306,0,3777,314,3.2117,0.639912065022803
93.75,614,2280,0,2514,108,3.482,0.578733255273532
100,613.8888888889,2291,0,2529,144,3.2258,0.593992489358435
50,614,2289,0,210,34,2.8,0.520790319100412
0,613,2330,0,319,42,2.823,0.442913945778868
0,613,2319,0,139,47,2.0441,0.454006657282854
1.25,608.9625,2269,0,3260,2740,0.8973,0.644225246038071
95.45,613.7954545455,2306,0,4464,194,3.656,0.566534127105309
9.52,615,2334,0,3370,145,3.8252,0.48533304147832
38.46,614.4615384615,2333,0,2989,159,3.7177,0.518567351723114
97.4,613.038961039,2293,0.002,4238,381,3.1025,0.475168041946804
40,687.95,2259,0.704,84,7,2.8,0.630274055351168
0,686,2264,0.382,81,1,4.05,0
34.29,689.6666666667,2260,0.244,2687,148,3.3296,0.588404042148049
95.65,693,2260,0.639,894,76,3.0305,0.59611239890227
66.67,697.3333333333,2259,1.063,1887,88,3.4123,0.559191382021899
0.74,654.4666666667,2430,0,2373,205,3.3189,0.412629124180682
0,651.875,2425,0,1393,67,3.5718,0.412791740530536
0,651.2407407407,2419,0,1724,179,3.4343,0.438589608708875
0,656,2456,0,48,13,2.8235,0
0,651.125,2425,0,156,3,4.2162,0.452114921737761
0,652.8,2423,0,507,0,2.6406,0
1.2,646.7228915663,2402,0,2027,202,3.2329,0.450071926529568
0,650.2566371681,2401,0,2157,378,3.3494,0.389933040194959
0,641.5666666667,2380,0,1090,126,3.2344,0.47266298922724
17.95,773.0769230769,2374,0,298,10,3.7722,0.524979377093901
0,774,2381,0,164,10,3.2157,0.482958462728325
80.85,760.6595744681,2361,0,1808,81,3.5451,0.602206869752414
87.5,762.35,2353,0,2095,69,3.5812,0.598469064728336
68.97,767.7931034483,2370,0,1419,64,3.461,0.567357889894171
100,761,2370,0,50,0,3.5714,0.701349211150077
18.18,765.7272727273,2359,0,81,12,3.5217,0.456167049616626
1.63,648.3692810458,2232,0,7490,297,3.7487,0.648304728377101
0,645.9940828402,2249,0,5871,165,4.401,0.578129870221798
0,650.1111111111,2249,0,1400,26,4.4164,0.595422108048115
0,643.8928571429,2247,0,187,12,3.74,0.623507502978221
0,642.362745098,2248,0,2237,48,4.2448,0.544520491569893
0.34,639.5965517241,2242,0,6404,223,3.9458,0.548687939097046
1.79,596,2263,0,712,78,3.8907,0.597484470299736
0,599.476744186,2257,0,5211,378,3.6137,0.55524425342644
65.67,600.776119403,2263,0,3075,207,3.2818,0.678883678383806
55.95,603.9404761905,2269,0,3180,234,3.3544,0.588744792877384
79.22,601.1168831169,2267,0,2760,152,3.4158,0.694184344146375
81.36,600.7118644068,2266,0,3631,242,3.7165,0.639088435380471
69.23,598.6025641026,2261,0,1927,126,3.2063,0.698262116026592
90.91,602.0909090909,2270,0,524,22,3.6138,0.871013678141247
12.5,605.5,2285,0,162,9,3.9512,0.616283858958217
0,604,2295,0,327,19,3.9398,0.496642952137944
0,604,2285,0,265,2,4.4167,0.68175519242619
0,599.7647058824,2264,0,967,44,3.7481,0.506321155109879
0,605.45,2295,0,584,77,3.3953,0.401229452455318
0,596.5,2252,0,3243,131,4.0999,0.529994193511932
8.33,596,2251,0,259,10,4.0469,0.710715717735588
0,595.3703703704,2250,0,721,89,3.7749,0.439145556326152
0,596.0540540541,2249,0,690,73,3.4673,0.580823341613013
92.38,601.5238095238,2276,0,3146,136,3.9032,0.661719369447043
57.14,604,2289,0,219,27,3.4762,0.549289720904266
1.61,592.4032258065,2259,0,2988,118,3.7775,0.571669660824407
0,593.1860465116,2264,0,2121,170,3.3454,0.59715728815267
0,592.8387096774,2259,0,277,39,3.1839,0.518546776520507
73.58,595.5849056604,2273,0,2149,111,3.5287,0.569240484805258
51.05,597.7482517483,2276,0,3211,199,3.7688,0.594220701676141
0,598,2283,0,23,0,3.2857,0
28.57,600.3238095238,2277,0,2031,90,3.4659,0.564998684232913
1.03,602.5979381443,2287,0,1043,85,3.3537,0.578235308306803
12.73,600.1272727273,2275,0,1051,59,3.305,0.636338705641696
43.75,599.7708333333,2273,0,647,42,3.4233,0.661604754066676
100,601.7419354839,2282,0,674,32,3.4388,0.647697689745364
72.73,603.8181818182,2287,0,612,46,2.9709,0.615291994235113
0,607,2302,0,65,11,2.9545,0.527770158078078
0,598.2189781022,2263,0,2588,116,3.7781,0.593936369751826
0,595.8736263736,2253,0.181,1502,54,4.2073,0.500738408165703
1.04,596.6145833333,2259,0.293,1338,50,3.8338,0.533901734512638
0,598.4791666667,2271,0.104,205,68,2.6623,0.437538701018337
0,595,2257,0.543,128,20,3.4595,0.757478185374932
0,595,2266,0.606,0,0,0,0
0.4,650.4979757085,2570,0,3495,323,3.6635,0.484206149033343
77.78,639.1481481481,2260,0,498,22,3.4583,0.681906590296595
42.86,653.544973545,2260,0,3972,171,3.5913,0.755384493316392
63.64,684.3333333333,2296,0,2786,86,3.7802,0.653292066176122
3.51,633.8070175439,2259,0,921,96,2.7009,0.746006370845833
68.91,648.3193277311,2253,0,3181,140,3.5033,0.655822284896909
